,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Helpful,Date
2414,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Really help joint pain.,Diane Myers,4.0,United Kingdom,,Verified Purchase,Take these religiously every day. On my third day will order again.,0,2020-03-08
2451,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Good buy,Anita king,5.0,United Kingdom,,Verified Purchase,Good buy saved money on these,0,2020-01-02
2452,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Easy to swallow,Kindle Customer oo,5.0,United Kingdom,,Verified Purchase,Great,0,2020-03-22
2456,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Great,Dale,5.0,United Kingdom,,Verified Purchase,Fantastic,0,2020-02-10
2458,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Will buy if it is reduce for returning customers.,Amazon Customer,4.0,United Kingdom,,Verified Purchase,Value for money hopefully it remains same or less for those returning to purchase.,0,2020-01-17
2467,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Good value & they work!,Vice captain cave,5.0,United Kingdom,,,The pain in my legs & lower back is noticibly reduced. I would highly recomend this product. Great price on amazon.,0,2020-02-29
2469,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Good product,paul broadbent,5.0,United Kingdom,,Verified Purchase,Very good product!,0,2020-01-15
2479,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,".wish I had tested this out months ago,,it would have saved a lot of sleepless nights...",myfanwy jones,5.0,United Kingdom,,Verified Purchase,Brilliant!Immediate relief from pain connected with arthritus....,1,2020-03-04
2495,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3083,nan,Healthcare,Mrs H Johns-Whitburn,5.0,United Kingdom,,Verified Purchase,Excellent,0,2020-01-25
2502,"Garden of Life Raw Probiotics Vaginal Care (Shelf-Stable), 30 vcaps 0658010123341",4.6,3854,33.21,BRILLIANT FOR KEEPING THRUSH AWAY.,SARAH,5.0,United Kingdom,,Verified Purchase,"One tablet a day keeps thrush away, especially good if you taking Antibiotic's long term.",13,2019-12-17
2804,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,Difficult to use,AG,1.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,I persevered with this for a couple of months but found it really tricky to use. I couldn’t think of anything to write without being repetitive. I had to look online for positive affirmations after I’d constantly repeated the limited few I could think up myself. I am very grateful for many things in my life but I couldn’t think of enough to keep the diary interesting and repeated the same few things over and over again. Doing a good deed every day is tricky when you work alone most of the time so I had to put down daily jobs such as cooking dinner for me and my husband or walking the dogs. After about two months of repetitive writing I felt that the diary had provided me with absolutely no benefit at all. I prefer taking a walk with my dogs or spending time outdoors in my garden when the weather is good. That had a far better effect on my mind and sense of well-being. This may work for some people but I wouldn’t recommend it to anyone I know because my friends and family are quite similar to me and they wouldn’t know what to write.,6,2020-01-05
2811,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,Threw it away after a week,George,1.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,"Really not a fan of the layout/ structure. Large portion of the diary is dedicated to talking about self improvement and is full of inspirational stories etc almost like a novel, this eats into paper which could have been used as actual diary space. I threw this out after a week of trying to use it. If I wanted a novel I'd have bought one. This doesn't fall under the category of diaries  - you'd be as well taking a piece of paper and writing three things you feel grateful for in the morning as that's really the only thing this offers (and you'd save yourself a heap of Money).",4,2020-02-23
2824,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,From Mother of Pessimism to Mrs Optimistic!,Mrs. E. Field,5.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,"I bought this to go with a couple of books for my children (the 5 minute diary for the eldest and the 3 minute one for the younger child)... My initial objective was to get them to be grateful for their dinner... even if it's NOT chicken nuggets... be grateful you have food, you have warmth, you have comfort, even if the dinner had REAL chicken in it, as well as mushrooms!!! ... and that seemed to work, we got over that, not entirely of course, but a lesson has been learned (somewhat) in that department...
The unexpected by product of this experience however, is that THIS book grabbed my attention... it's not 'just' a gratitude journal which you write stuff down, it's the preamble, it's the all the information up front - the bit about why you're doing it in the first place...
That's what hooked me...
And then practicing the ritual with my daughters each day.
And at first, it was clutching at the obvious; grateful for food, water, clothes, warmth
But then something started to change, unexpectedly so... I started to dig deeper and feel more positive...
My gratitude now involves; realising my self worth and what I mean to my children, recognising what we have, not what we don't, grateful for opportunities and more meaningful, deeper reflection when it comes to positive affirmations....and one of my good deeds today, was simply 'Acceptance'... and 'Acceptance with grace'...
I love this book.
I have recommended and even bought copies for friends and colleagues...
I am more positive, more energised, more determined and dare I say happier in myself... I didn't even realise I needed changing, my days had been focused on other people and things and work and jobs which needed doing, that I forgot myself along the way. But I'm back now... and it feels great :)",2,2020-02-03
2840,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,"This helps you to feel more positive which in turn settles your mind, (and your nervous  tummy)",Jessica,5.0,United Kingdom,Colour Name: Sky BlueSize Name: English,Verified Purchase,"After a difficult period in life I’ve been writing a journal to try and offload some thoughts and feelings. This has helped a lot but often the negative thoughts far outweigh the good.

This diary has already helped me. I’ve used it less than a week but the timing to write.. first thing in the morning and last thing at night give perfect opportunity to start and end the day better.
My old pattern was to remember the sad aspects too much.
I’m the kind of person that recognises things I’m grateful for often but then during a difficult day or hour, it’s all too easy to push my feelings of great fullness to the back of my mind. Therefore the negative thoughts take over.

Do read all the pages before starting to write the diary. They are incredibly helpful to understand why you should write and ideas of what will be helpful to write.

I’m also incredibly interested in psychology and this ticked my box for personal interest too, as well as helping me personally.",1,2020-03-14
2857,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,Quality book for keeps,Su,5.0,United Kingdom,Colour Name: Sky BlueSize Name: English,Verified Purchase,"The book looks and feels quality, and is a book I look forward to treasuring for life, as I add too my collection.  I look forward to my children as adults reading what their mother was happy about and grateful for, too many lost memories on social media, that they can’t touch or hold.I would maybe like a little more room for actually writing, but that’s just me, I talk a lot. Perfect for those who literally want to be in and out.I love the ideas in the book and links to things, for example emailing your future self.I am chuffed with book and will continue to purchase follow ups, be nice to have discount for this purpose x x xYou won’t be disappointed x x",0,2020-01-09
2858,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,The only change that's stuck,Sensible Cat,5.0,United Kingdom,Colour Name: Arizona TurquoiseSize Name: English,Verified Purchase,"I'm a self-help and journalling junkie and I've tried numerous books like this, but this is the only one that's stuck and made lasting changes. It may seem superficial and repetitive at first, but gradually it builds into a really helpful resource that you can dip into for direction and encouragement day by day. I like the format - there's structure but also a lot of space to customise and add your own thoughts. It's beautifully produced, lies flat when you open it, survives being knocked around a bit when you're away from home, and includes two useful bookmarks. Highly recommended.",0,2019-12-09
2860,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,*****,Rose,5.0,United Kingdom,Colour Name: Arizona TurquoiseSize Name: English,Verified Purchase,The reason why I find this diary to be so great is that you really can dip in and out whenever you feel it will be helpful / have time - both big challenges for me. There’s so much flexibility to pick up as suits that I feel I can actually get proper use and not feel guilty for mornings when i’m rushing and don’t have time or evenings i’m tired and forget!There’s a lot of exposition at the beginning which could potentially do with being reduced but the practical diary is really clever and self reflective without any preaching. I’m definitely going to use every page - at my own pace!,0,2020-01-26
2861,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,This is one of the best tools I’ve ever used.,Rebecca Petrie,5.0,United Kingdom,Colour Name: Sky BlueSize Name: English,Verified Purchase,"This is one of the best tools I’ve ever used. It’s more than a diary. In a very short time, using it daily, it’s lifted my spirits in a genuine and sustainable way. I’d recommend it to anyone who needs a boost or wants to reset their zest for life. Starting this diary at the beginning of the year has been great a source of inspiration too, for both the year ahead and through these slightly depressing darker months. There are tasks scattered throughout which are really fun, and encourage you take the time to consider life and the way you want to live it. I’ve just sent my ‘future me’ an email, which I’ll receive in six months time. I loved doing that! So, I’ll be buying more than one copy of the 6 Minute Diary this year. I can’t think of a better gift to give a friend. Thank you Dominik, for creating such an intelligent and beautifully designed diary.",0,2020-01-18
2863,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,My personal daily counselling session!!,K.Windle,5.0,United Kingdom,Colour Name: Arizona TurquoiseSize Name: English,Verified Purchase,"Hi, I bought this around Christmas for myself and it took awhile to get started as I wanted to read all the introduction before I started. Usually this is something that I would start and the just put to one side but since starting in February I’ve enjoyed my morning and evening entriesI find it like my own little counselling daily sessionYes I thinks it’s a little overpriced but that will not stop me buying the next when I’ve completed this one, it’s already on my wish listI love it !!!",2,2020-03-31
2870,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,10/10 perfect in every way,Shamali,5.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,"Honestly one of the best gratitude/ mindful diaries out there! You can definitely tell that UrBestSelfTruly cares about the practice of positive wellbeing! This book is not just about being positive, but also improving yourself in all aspects of your life! This diary will definitely give you all the advice and growth you need to become the person you want to be!! There’s a few pages in the beginning with inspirational advice and facts, then there’s the diary itself which is so quick to write in. I feel so motivated every day to write in it because it makes me feel so good in the morning and night. This book is perfect to look back at as well and see how far you’ve come/ what you’ve done in the year etc. Plus, this would be an amazing and caring gift if you’re thinking about it.. Or even gift it to yourself to start your new year right!!",0,2019-12-21
2883,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,Worth it,Amazon Customer,5.0,United Kingdom,Colour Name: Sky BlueSize Name: English,Verified Purchase,"What I really love about this 6 minute diary is the science behind it, no other mindfulness diary that I have used has educated me in the way that this has, which is why it is becoming more of a habit. I read some people weren’t keen on the price and that we could of done that ourselves but really who has the time for that? Because I know I definitely don’t so 6 minutes of my time in the morning and at night is not asking much and everything is all there for me to fill out, I would definitely recommend this especially if you have finished a course of CBT like I have. The owner has put a lot of thought into this : )",1,2020-01-23
2887,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5563,nan,Bought for a 13 year old girl to help develop gratitude and focus,DS,5.0,United Kingdom,Colour Name: Arizona TurquoiseSize Name: English,Verified Purchase,"I bought this as a gift for a 13 year old girl who was practising gratitude to help her anxiety. This diary is an effective, structured way to build on that. She loves the diary. It’s beautiful, well presented and she is finding it really helpful.",1,2020-03-15
