,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,State,Review,Helpful,Date
1732,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,FUN ITEM,John C,5.0,United Kingdom,Verified Purchase,Keeps the grandchildren amused!,1,2019-12-16
1741,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Broke after being used a few times.,Amazon Customer,1.0,United Kingdom,Verified Purchase,"Bought this in December, used a few times and the keys broke - two notes played the same tone. Tried emailing but haven't heard anything back.",1,2020-02-25
1748,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,garbage,Jeff Deeznutsinton,1.0,United Kingdom,Verified Purchase,"broke quite quickly, would rather nail my bollocks to a piece of plywood an' walk through town centre than play it again.",2,2019-12-04
1770,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,i had one as a ten year old 40 years ago,Amazon Customer,4.0,United Kingdom,Verified Purchase,my 9 year old grandaughter loved it and picked up playing it straight away.,0,2020-01-05
1772,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Fun times with retro sounds,JazzyJ,5.0,United Kingdom,Verified Purchase,Bought for my dad as he owned one when I was a kid. Apparently it’s driving my stepmother insane which I count as a win.,0,2020-01-03
1773,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Great present,Ciara Rice,5.0,United Kingdom,Verified Purchase,"Got for a friend's birthday as she loves quirky instruments, and she loves it. Great that it can be used with headphones!",0,2020-01-14
1785,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Good fun,Jacqui S.,5.0,United Kingdom,Verified Purchase,"Bought for a bit of fun, really went down well",0,2019-12-29
1800,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Brilliant,john homer,5.0,United Kingdom,Verified Purchase,Works well in a small room,0,2020-01-11
1801,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Good value for something retro,janet callingham,5.0,United Kingdom,Verified Purchase,It does as it says and brings childhood memories back,0,2020-01-02
1805,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,really prompt service,John G.,5.0,United Kingdom,Verified Purchase,grandsons present  good service arrived well before date given,0,2019-12-12
1825,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Pure nostalgia.. fab little instrument,Dubby,5.0,United Kingdom,Verified Purchase,Fantastic nostalgic xmas present,0,2020-01-21
1829,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Bangin,The destroyer of worlds,5.0,United Kingdom,Verified Purchase,Bangin,0,2020-01-07
1854,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Great delivery,Andrew Soulsby,5.0,United Kingdom,Verified Purchase,Good value for money great Christmas present,0,2019-12-31
1968,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Perfect for a gift.,Rusu,5.0,United Kingdom,nan,Perfect for a gift.,0,2020-02-19
2013,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Great fun,Isaac Hunt,5.0,United Kingdom,Verified Purchase,"Yeah, love it, great fun and a reminder of fun childhood times, especially the TV adverts with Rolf Harris demonstrating how to get a tune out of it.",0,2020-03-28
2014,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Easy to use,Dayna Holgate,5.0,United Kingdom,Verified Purchase,"Easy to use! Especially if you don't know how to play real instruments and this is played a similar way as a keyboard... It also comes with a music sheet that has numbers on and how to play three songs called ""Jingle Bells"" Happy Birthday"" and "" House of the rising Sun""  they are begginer songs!  Which is in the booklet you get with it. I've never had one before or my father hasnt either... He was surprised I actually decided to order one because I do like retro toys!",1,2019-12-22
2018,Stylophone The Original Pocket Electronic Organ,4.,4755,24.99,Good value,Mary Elston,5.0,United Kingdom,Verified Purchase,Good product and grand daughter lived it,0,2019-12-30
2935,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Alesis Electric drum kit,JGJ9,5.0,United Kingdom,Verified Purchase,"This was bought as a Christmas present for my 7 year old grandson. We can't fathom where he got his fascination for drums from, but he's always tapping his hands to music he hears. Anyway, this kit is brillant for him and it seems he actually has a talent which hopefully he'll be able to expand upon as he gets older. For non-drum people in the family, it's not too loud so there is no problem with him practising in the house.",3,2020-01-20
2948,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,This device has no MIDI output,P Bowden,2.0,United Kingdom,Verified Purchase,"When I unwrapped the machine, I thought it was quite cool and built well. I was wrong. This is a kids toy. There is no USB connection or midi connection and the sound spikes horribly on the bass drum. If your buying this for a kid who will use it with headphones, it might be OK",0,2019-12-24
2954,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Great value.,R K Holt,5.0,United Kingdom,Verified Purchase,Bought as a gift and it was a great hit so well worth the money. Even those that didn't drum enjoyed following the beats.,0,2020-01-11
2955,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Broke after 30 days,anon,1.0,United Kingdom,Verified Purchase,We really like this but it essentially stopped working after 30 days. I think it was the connection between the plug and the drum set but still not good enough. Now just to find out how to return it.....,1,2020-04-01
2963,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,No good for beginners,Woody,3.0,United Kingdom,Verified Purchase,Absolutely no good for a beginner nothing simple enough or slow enough for them on it,0,2020-01-23
2966,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Brill,Julie,5.0,United Kingdom,Verified Purchase,Havnt got the room for a standard drum kit and for a first drum this is brilliant money well spent,0,2020-01-30
2974,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,"Excellent kit, and good value",choosy,5.0,United Kingdom,Verified Purchase,"This was a Christmas present for our 11 years old grandson who has recently started having drum lessons.  It was a big success as a present, compact easy to move around, and best of all it had a headphone socket !!!",0,2020-01-12
2975,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Accurate,Brian Wood,5.0,United Kingdom,Verified Purchase,"Good quality , good price , easy to understand and get started",0,2020-01-02
2990,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,8 year old loves it,T Lewis-smith,5.0,United Kingdom,Verified Purchase,My  8 year old son loves it! Got for Christmas but omg you need headphones.,0,2020-01-08
2994,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Great value,olivia,5.0,United Kingdom,Verified Purchase,"Who did I buy it for son, dad or grandad. Been used non stop by all the family",0,2020-01-04
2996,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Bargain!,Julie,5.0,United Kingdom,Verified Purchase,Daughter loves the drum set and ideal for beginners.,0,2020-02-16
2997,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Will be expensive on batteries,Val Lister,3.0,United Kingdom,Verified Purchase,"Shame it uses batteries, I expected it to be off the mains.",1,2020-02-15
2999,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Good for beginners,Bilbo,5.0,United Kingdom,Verified Purchase,Was a gift but delivers on all fronts,0,2020-01-13
3003,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Brilliant,Rosie,5.0,United Kingdom,Verified Purchase,"Absolutely love, probably more than my Granson who I bought it for.",0,2020-01-19
3004,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Beginner Brilliance,craig,4.0,United Kingdom,Verified Purchase,Awesome does exactly what it said it would. Very happy,0,2020-02-13
3006,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,I wouldn't buy again..,Auturmn,3.0,United Kingdom,Verified Purchase,In build music is great.. But drum area not that good..,0,2019-12-29
3009,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Good value for money,denis brownbill,4.0,United Kingdom,Verified Purchase,Versatile compact and easy to handle,0,2019-12-29
3011,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Value you for money,Helen Frater,5.0,United Kingdom,Verified Purchase,My son loves his Christmas present,0,2020-01-12
3045,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Great Fun!!,Mr Christopher A Rutt,5.0,United Kingdom,Verified Purchase,Bought for the children but all the adults were fighting to have a go,0,2020-01-08
3047,"Alesis CompactKit 4 – Tabletop Electric Drum Set with 70 Electronic / Acoustic Drum Kit Sounds, 4 Pads, Battery or AC-Power and Drum Sticks Included",4.4,2239,nan,Fantastic value,Amazon Customer,5.0,United Kingdom,Verified Purchase,I bought this as a present for my husband & he absolutely loves it ... thank you.It wasn’t due to arrive until the 17th January & came a week early .. BONUS,0,2020-01-07
3444,Snap Circuits PLUS Electronics Exploration Kits | Full Color Project Manual | STEM Educational Toy for Kids 8+ (SC-110),4.7,684,nan,better than they were,Ross,4.0,United Kingdom,Verified Purchase,Another thing that is better now than it was when I was a kid.  This is an outstanding idea that makes building the circuits a breeze so you can focus on the learning.One point lost because 1) too much emphasis on noise-producing circuits and 2) the whistle chip is not sensitive enough for work properly in some examples.,3,2020-03-10
